,ICSA,ICNSA,CCSA,CCNSA
2013-03-28,290322.14070834394,310216.07727476064,1913145.8444555427,2012615.5272876264
2013-04-04,313267.0437518907,333263.9906405836,1935732.9585387865,2035717.692982251
2013-04-11,279511.5717237405,299321.4903652248,1967268.9573109157,2066318.5505183372
2013-04-18,304529.6547931,323865.2193022609,2098161.0041412334,2194838.8266870375
2013-04-25,303469.79282452795,322050.5574162343,1970579.876616955,2063483.6995754866
2013-05-02,288943.23257187434,306499.6991866421,2000789.688574506,2088572.0216483446
2013-05-09,297236.9382062486,313514.4653485284,2005681.3679580637,2087069.0036694626
2013-05-16,272100.6613628219,286863.15745756566,1984785.2154399417,2058597.6959136606
2013-05-23,303036.0750840176,316069.4227825535,1965863.8538458927,2031030.5923385718
2013-05-30,284521.4050028463,295636.5667714386,1900530.2217865945,1956106.030629556
2013-06-06,277412.14310383174,286447.9030510296,2022594.091007628,2067772.8907436172
2013-06-13,298815.12221041135,305640.42438532936,2029505.0696482444,2063631.580522834
2013-06-20,270242.82871984056,274758.67796636187,1843614.8508523148,1866194.0970849213
2013-06-27,257343.56636616518,259484.46416280244,1864821.4114987927,1875525.9004819791
2013-07-04,252752.49805543575,252487.39251522816,1890152.1199741194,1888826.5922730814
2013-07-11,282827.3799037165,280160.11615522596,1844054.7690401278,1830718.4502976749
2013-07-18,252204.77169511872,247174.03611213862,1905912.390020065,1880758.7121051643
2013-07-25,295480.0725677,288158.8316565708,1832897.788320278,1796291.5837646322
2013-08-01,235782.35489732394,226276.79698031943,1966792.4295356448,1919264.6399506223
2013-08-08,290449.1476852142,278897.14272997295,1907984.633405393,1850224.6086291866
2013-08-15,266326.1222415159,252895.22217536712,1849841.2423993684,1782686.7420686244
2013-08-22,260063.5253180052,244948.53383092026,1882291.2096631462,1806716.2522277213
2013-08-29,251913.0274486239,235333.17453271538,1879062.4233049895,1796163.158725447
2013-09-05,264886.92377192044,247082.68597837258,1789597.9160300975,1700576.7270623583
2013-09-12,257406.6650302094,238636.2775630837,1772303.4925721046,1678451.555236476
2013-09-19,273864.26568348455,254399.9769194928,1813701.8141974374,1716380.3703774787
2013-09-26,258654.0168899027,238778.13964912572,1850968.3376240088,1751588.9514201237
2013-10-03,259109.27584668106,239110.0926871643,1814372.8344721657,1714376.918674582
2013-10-10,251604.78451100164,231772.36643742086,1729553.6285937072,1630391.5382258035
2013-10-17,256696.65382793683,237318.65306037886,1770684.1297699113,1673794.1259321214
2013-10-24,262940.7964933517,244298.27431849096,1810953.9144853035,1717741.303611
2013-10-31,233714.56964661702,216077.91986473138,1816048.4521476885,1727865.20323826
2013-11-07,240443.4442650166,224068.47135974624,1924917.0383206292,1843042.1737942775
2013-11-14,273351.82200937043,258476.03092300685,1764636.2541898054,1690257.2987579876
2013-11-21,266518.2377687638,253357.38909669465,1867939.6382071034,1802135.3948467574
2013-11-28,263138.7885754085,251883.76914367272,1926794.7904674734,1870519.6933087944
2013-12-05,268281.57444747654,259095.62866301715,1976406.803292663,1930477.074370366
2013-12-12,275458.55213040416,268474.9142609077,1853775.797171222,1818857.6078237393
2013-12-19,264489.4841234343,259809.44584851273,1910234.9516733873,1886834.7602987795
2013-12-26,263320.2411677062,261011.68242993022,1926158.70731712,1914615.9136282399
2014-01-02,280374.9072610345,280471.31172556634,1919619.4047804736,1920101.4271031327
2014-01-09,265202.6548920696,267702.6242948066,1917070.695565952,1929570.5425796371
2014-01-16,288406.7961009942,293274.0705291927,1955798.0629643095,1980134.435105302
2014-01-23,259078.41326825164,266242.3970794716,1819020.3488775126,1854840.2679336125
2014-01-30,302284.7570153761,311641.5427667477,1990849.9500764688,2037633.8788333267
2014-02-06,296030.92766042775,307444.8031970195,1973490.6324166185,2030560.010099577
2014-02-13,294711.4059291389,308016.82277240854,1965665.5116620793,2032192.5958784278
2014-02-20,307347.33550040115,322351.30998693785,2087774.9672373882,2162794.839670072
2014-02-27,319107.4784492397,335592.39079333853,1959239.6585337752,2041664.2202542694
2014-03-06,310620.2042790651,328346.9549611353,1979191.564443991,2067825.3178543423
2014-03-13,268813.72003536444,287525.1977354601,2103996.4768316885,2197553.865332167
2014-03-20,277983.9652648001,297408.7760418717,1966532.2245979211,2063656.2784832788
2014-03-27,288274.3871351684,308130.79076348746,1982937.3026839066,2082219.3208255016
2014-04-03,298219.077478541,318219.0738481143,2003959.5720995446,2103959.553947411
2014-04-10,305483.56015759974,325337.0664688368,2052764.9298199662,2152032.4613761515
2014-04-17,286435.5226915522,305854.58085755986,2019095.90308909,2116191.1939191283
2014-04-24,299444.52960526466,318147.48283700604,1940643.7984265622,2034158.5645852692
2014-05-01,284362.36210111796,302077.9400976482,1973879.574185842,2062457.4641684927
2014-05-08,285313.46772012603,301784.72121172305,1964048.4708910075,2046404.7383489925
2014-05-15,271940.5455812237,286928.57315824175,1983288.8234516536,2058228.9613367443
2014-05-22,277528.80212177045,290816.215294755,2000088.799358212,2066525.8652231346
2014-05-29,269246.147973066,280640.22420640703,1990390.032256984,2047360.4134236888
2014-06-05,272862.1731999034,282197.65118697623,1870535.9782629064,1917213.3681982704
2014-06-12,301148.350776855,308289.8274135813,2001713.421325719,2037420.8045093503
2014-06-19,268842.6113328307,273686.5056236087,1949806.7152518486,1974026.1867057385
2014-06-26,320238.93994185055,322714.9953530877,1994715.493668091,2007095.770724277
2014-07-03,285786.67872568156,285858.98219657684,1935829.860685302,1936191.378039778
2014-07-10,278792.1046112174,276459.607441918,1956811.9017406655,1945149.4158941687
2014-07-17,260810.67946798838,256107.21253008075,1913367.983317425,1889850.6486278865
2014-07-24,281925.39753199305,274919.1805807164,1945988.0682222936,1910956.9834659104
2014-07-31,260622.504287278,251415.1564924672,1893933.4707294565,1847896.7317554026
2014-08-07,269057.08592600876,257782.15197316106,1852737.0585503203,1796362.388786082
2014-08-14,303761.6070558407,290582.62019495293,1961884.1050886917,1895989.1707842525
2014-08-21,262243.9906663355,247352.10080232358,1884299.5228988037,1809840.073578744
2014-08-28,279464.5333312421,263075.73455846123,1861200.1560252677,1779256.1621613633
2014-09-04,250456.03680946556,232808.03460256103,1762551.509711594,1674311.4986770714
2014-09-11,259513.07471912814,240861.83821893166,1757084.9909329568,1663828.8084319744
2014-09-18,285904.6506954389,266520.70009604556,1832622.3881513246,1735702.6351543576
2014-09-25,249524.0219622977,229688.50484759168,1823154.6540901628,1723977.0685166328
2014-10-02,285988.84003629716,265989.4535752996,1784502.9319539594,1684505.9996489715
2014-10-09,269582.04848879395,249708.86663489434,1823039.0309545505,1723673.1216850525
2014-10-16,250980.66907293614,231521.9352899043,1897643.2954645487,1800349.6265493892
2014-10-23,269637.92030141584,250875.8668390963,1856615.2871275274,1762805.0198159297
2014-10-30,275746.38196333457,257953.136320845,1769788.5897456082,1680822.36153316
2014-11-06,271749.55142787745,255183.18937755312,1827547.8045710067,1744715.994319385
2014-11-13,240373.6488496937,225274.45126927982,1800360.5569691602,1724864.569067091
2014-11-20,254743.58057914668,241330.5483836814,1829804.5248501855,1762739.363872859
2014-11-27,263856.02178354317,252323.69950485326,1838062.099707091,1780400.4883136414
2014-12-04,268537.729427593,259053.38351266057,1845250.2984112422,1797828.56883658
2014-12-11,281187.3041803664,273888.49693492573,1817453.3150243144,1780959.2787971115
2014-12-18,276871.5925253052,271864.18689054425,1885434.1703345552,1860397.1421607505
2014-12-25,256577.39505030008,253934.01915166367,1875756.4839828045,1862539.6044896226
2015-01-01,284750.3510166976,284509.34475519706,1769476.0922448186,1768271.060937316
2015-01-08,290649.48784070916,292814.3468055317,2030776.266835713,2041600.561659826
2015-01-15,292299.4773670997,296838.80213508406,1994588.2900713547,2017284.9139112763
2015-01-22,302460.4115043378,309308.3630616859,1933027.7177951722,1967267.4755819128
2015-01-29,301004.2892461457,310061.54392686684,1963980.0348793995,2009266.3082830054
2015-02-05,297498.54670966696,308633.73680019577,1914995.8548096125,1970671.8052622564
2015-02-12,291512.2420576005,304563.8611728485,2068096.6739237122,2133354.769499952
2015-02-19,269414.8933900111,284193.6389850092,2086960.4099046576,2160854.1378796482
2015-02-26,302323.8073092688,318615.3263502755,2007644.341542453,2089101.9367474865
2015-03-05,300308.7814437135,317876.7794151863,2057518.3947258075,2145358.384583172
2015-03-12,302326.272060193,320915.9402141408,2020364.3651096935,2113312.7058794326
2015-03-19,279890.8570329323,299232.5681713339,1948673.7818755528,2045382.3375675613
2015-03-26,283335.1987953695,303148.41798150714,1997426.2383439285,2096492.3342746166
2015-04-02,315569.9271760584,335567.2806532468,2025684.2893200458,2125671.0567059875
2015-04-09,299110.85007608397,319002.2933776207,1995980.7669000996,2095437.9834077836
2015-04-16,309569.72252198146,329066.74731745594,2005953.209169291,2103438.3331466634
2015-04-23,299132.23475265753,317952.05341391993,2009079.677228609,2103178.7705349214
2015-04-30,298241.0829186442,316110.7301118933,2005004.6856048082,2094352.921571054
2015-05-07,310697.095720032,327357.3875339446,2005764.570860355,2089066.0299299182
2015-05-14,287468.62226288364,302677.9154490279,1943016.2126108916,2019062.6785416128
2015-05-21,295016.9616386066,308554.6584395779,1951987.4892825421,2019675.9732873985
2015-05-28,284810.52476721955,296480.2724979736,1914419.1508369364,1972767.8894907066
2015-06-04,283227.4551142775,292859.99408947787,2017502.9105625593,2065665.6054385612
2015-06-11,282967.84938268433,290423.4678833159,1852594.9963474711,1889873.088850629
2015-06-18,288689.8331641751,293860.39383624156,2004281.3841965902,2030134.1875569224
2015-06-25,275853.9980702988,278664.50636442617,2004268.8877382735,2018321.42920891
2015-07-02,299508.20607132465,299917.89797440235,1907988.1193048342,1910036.5788202225
2015-07-09,264883.4492171109,262886.38249934954,1781056.3138924874,1771070.9803036805
2015-07-16,273159.1443911453,268784.2847930257,1881408.4885177787,1859534.1905271802
2015-07-23,267089.3670701349,260400.16817917651,1884842.9248215908,1851396.9303667988
2015-07-30,293210.1361949127,284303.6191057928,1826585.4436328611,1782052.8581872617
2015-08-06,272403.1059566792,261408.45206343758,1841063.5636523685,1786090.2941861604
2015-08-13,283041.23680847435,270117.91413915146,1933840.7121396242,1869224.0987930093
2015-08-20,243576.3892433511,228911.83951296835,1882020.987740327,1808698.2390884133
2015-08-27,268374.4716700405,252181.39159923317,1795053.5849382943,1714088.1845842574
2015-09-03,276456.96920212905,258970.22553357697,1755083.3269227862,1667649.6085800258
2015-09-10,263344.1869166785,244817.40987437541,1813562.0653873968,1720928.1801758816
2015-09-17,277358.2675296658,258060.17212998052,1815533.313247535,1719042.8362491087
2015-09-24,253162.77230614182,233373.2608768978,1848708.8441695115,1749761.2870232912
2015-10-01,281895.37771039107,261901.48014758644,1796260.931239242,1696291.4434252188
2015-10-08,295361.69935348345,275453.4099987456,1849179.599410134,1749638.1526364447
2015-10-15,255847.4631521559,236313.53467345348,1922383.9397593122,1824714.2973658002
2015-10-22,255302.64068172954,236426.39596349685,1869839.5204149447,1775458.2968237814
2015-10-29,284754.86634887574,266810.08913649153,1831467.194189518,1741743.3081275972
2015-11-05,287876.87567527476,271123.83957657387,1830822.6143058906,1747057.4338123861
2015-11-12,257812.57580398404,242494.26924373157,1829469.9415758862,1752878.4087746239
2015-11-19,261047.03557974353,247385.6374608688,1914769.998848458,1846463.0082540845
2015-11-26,265015.57719477266,253209.23438387617,1833797.3702022596,1774765.656147777
2015-12-03,251139.33803352385,241359.29141046453,1877705.4716230917,1828805.2385077951
2015-12-10,259731.91706410891,252120.01781986284,1888994.7808952958,1850935.2846740654
2015-12-17,260765.58939461457,255432.2416013716,1872888.246149763,1846221.507183548
2015-12-24,266704.0976908512,263726.65698560514,1841283.5265702014,1826396.323043971
2015-12-31,280137.3333527376,279558.9849600971,1938200.8034424002,1935309.0614791978
2016-01-07,286615.7615952798,288444.8939628114,1931189.0962036902,1940334.758041348
2016-01-14,308778.4519464208,312988.53507740947,1971305.8848196557,1992356.3004745992
2016-01-21,272902.97424396325,279432.94449226686,1931363.0943465258,1964012.945588044
2016-01-28,304905.7495132937,313660.89525917644,2030359.864831115,2074135.593560529
2016-02-04,289066.72367137205,299920.059032344,1936120.8716393984,1990387.548444258
2016-02-11,293512.8251646834,306306.9318168499,2075415.2440909406,2139385.7773517733
2016-02-18,306169.7301192032,320719.0405150834,1911357.235851284,1984103.7878306848
2016-02-25,280788.239067611,296881.7279343119,2028348.2696587276,2108815.713992232
2016-03-03,304713.4249804952,322117.6700603645,2037084.894357138,2124106.1197564844
2016-03-10,302569.8376549205,321032.40529525944,1978976.9323701933,2071289.7705718877
2016-03-17,308287.8155217918,327540.92200855503,2044076.9896264921,2140342.522060308
2016-03-24,305787.3184480173,325551.7139789903,2089539.4841765808,2188361.4618314463
2016-03-31,338541.36750436603,358530.38646812114,1915995.5386188624,2015940.633437638
2016-04-07,292117.9186765045,312041.63749131066,2051797.032950444,2151415.6270244746
2016-04-14,293402.2406907607,312971.6828975599,1900374.681253447,1998221.8922874427
2016-04-21,291419.42571431893,310350.7533324999,1973714.221884782,2068370.8599756868
2016-04-28,291559.1327425738,309577.7630965215,2099042.1067189053,2189135.2584886434
2016-05-05,289193.8937553347,306038.48206071666,1982774.2892955092,2066997.2308224188
2016-05-12,315209.0434554733,330635.27340126224,1946227.4136807804,2023358.5634097252
2016-05-19,317076.7097935307,330860.83714062185,1986963.8251925886,2055884.4619280442
2016-05-26,285403.3753034351,297345.473103,2091195.6935464516,2150906.182544276
2016-06-02,279501.4498595329,289428.3082219963,1886289.8798265476,1935924.171638864
2016-06-09,296936.2499789298,304703.8883349101,1914662.2093065481,1953500.4010864494
2016-06-16,279347.24121148,284842.9966265004,2030889.68707678,2058368.4641518819
2016-06-23,294810.42316428653,297954.58441804565,2037295.0620224613,2053015.8682912567
2016-06-30,286000.546869762,286747.51059903915,1927402.2087427326,1931137.0273891184
2016-07-07,257849.96142261694,256188.89355895642,1858730.789600309,1850425.4502820065
2016-07-14,301452.21512329206,297407.20803187665,2013705.716412407,1993480.68095533
2016-07-21,302889.985515262,296519.708555814,1977159.1243033286,1945307.7395060884
2016-07-28,264564.56878255133,255961.4173605706,1920369.7945253993,1877354.0374154958
2016-08-04,265870.23579690466,255158.99124753076,1835411.6747875328,1781855.4520406632
2016-08-11,274058.45753144566,261394.47727317867,1863966.4593821194,1800646.5580907848
2016-08-18,273055.72617071064,258622.69037925638,1849704.4574399253,1777539.278482654
2016-08-25,276394.77487077913,260402.02235558568,1866616.255838332,1786652.4932623648
2016-09-01,295379.3764852071,278058.8684095183,1916134.7974457256,1829532.2570672815
2016-09-08,261533.01673357462,243135.97221663868,1882322.7081238758,1790337.485539196
2016-09-15,251440.5165775011,232233.76897663707,1780584.3495322096,1684550.6115278895
2016-09-22,242231.51433127458,222493.64105280448,1900772.1602284766,1802082.7938361263
2016-09-29,251749.9605871733,231767.24255999224,1846529.5337186852,1746615.9435827797
2016-10-06,262299.4472200532,242361.7166362095,1865600.9664617425,1765912.3135425244
2016-10-13,290086.3400805393,270482.77662778733,1906395.368022268,1808377.5507585085
2016-10-20,256059.755836871,237074.69239523966,1780731.6253723456,1685806.3081641886
2016-10-27,268112.05985929974,250020.85849645044,1839138.4820406924,1748682.475226446
2016-11-03,265702.6097705228,248767.66785105082,1820288.1433590236,1735613.4337616635
2016-11-10,285214.19175296486,269681.1360896017,1775627.1436733387,1697961.8653565228
2016-11-17,306956.91213352454,293051.0363808174,1879641.3261092198,1810111.947345684
2016-11-24,262956.2200508583,250879.2170138735,1997177.831120889,1936792.815935965
2016-12-01,265619.15248051076,255546.18873362627,1789766.1255009642,1739401.3067665417
2016-12-08,290810.7494506547,282887.92469658423,1891056.4898719306,1851442.366101578
2016-12-15,287679.214595474,282021.44261434366,1936172.7437769256,1907883.8838712738
2016-12-22,307536.0192252624,304225.36114875396,1922184.8893631883,1905631.598980646
2016-12-29,291026.91746413626,290111.3915491322,1922500.050196196,1917922.4206211756
2017-01-05,279324.47758590296,280817.3627508402,1875387.5027834815,1882851.928608168
2017-01-12,295997.89265221875,299877.5358777608,1964071.2611398867,1983469.4772675969
2017-01-19,306136.5642460748,312346.6946335933,1926395.9736860471,1957446.6256236397
2017-01-26,304091.110984007,312541.6559167202,1866089.972747972,1908342.697411538
2017-02-02,301548.2885525159,312116.6801215684,2046054.7149383647,2098896.672783627
2017-02-09,311941.3127911025,324474.26553799317,2044217.0135280536,2106881.777262507
2017-02-16,315300.8609313145,329616.59512204886,2007944.4913318062,2079523.1622854776
2017-02-23,320106.4091172539,335997.2873015292,2024840.7096013243,2104295.100522701
2017-03-02,310486.78617917764,327722.3247935742,2073975.9907115065,2160153.6837834897
2017-03-09,299381.49356415815,317711.7058986122,2037100.2542490019,2128751.315921272
2017-03-16,304955.2329551755,324114.25499587366,2075378.0104134667,2171173.120616957
2017-03-23,321440.5398580747,341150.48641702597,2018207.4579570564,2116757.1907518124
2017-03-30,291391.3721216419,311366.36732307356,2100155.810875931,2200030.786883089
2017-04-06,309188.28846646275,329138.61213129264,2050622.365294941,2150373.98361909
2017-04-13,297481.5259557807,317117.8157444119,2042865.3195316892,2141046.768474845
2017-04-20,303251.39224456367,322288.8406095246,1966815.273531525,2062002.5153563295
2017-04-27,321159.48773344094,339321.97280867136,2040441.1169676417,2131253.5423437934
2017-05-04,303748.25443469465,320772.344946469,1978953.4182946363,2064073.870853508
2017-05-11,300230.4554201748,315869.23153186514,1981860.268576596,2060054.1491350476
2017-05-18,277561.3768275636,291588.0115001632,1965094.729025843,2035227.9023888407
2017-05-25,307374.88986743847,319585.93879128504,1943623.647837006,2004678.892456239
2017-06-01,303908.10573387635,314126.4581139324,2093360.2945979447,2144452.0564982253
2017-06-08,324571.2120658882,332648.65946196974,2043133.9653607267,2083521.2023411344
2017-06-15,285285.1094425814,291104.49540571263,2061444.8929378502,2090541.822753506
2017-06-22,290884.0244284803,294360.9437547356,1892719.2464025621,1910103.8430338386
2017-06-29,288982.08158206777,290066.1045376876,1945612.01575679,1951032.1305348894
2017-07-06,306531.9595121998,305207.3632736403,1865480.6637642263,1858857.6825714288
2017-07-13,279088.773452033,275374.77015204256,1883574.0785915055,1865004.0620915531
2017-07-20,282405.4438800077,276355.90195211204,1860924.592875086,1830676.8832356078
2017-07-27,285128.22661367763,276830.88947673823,1957720.9790568568,1916234.2933721598
2017-08-03,276718.91955088807,266294.1329660412,1865442.8603242359,1813318.9274000016
2017-08-10,265284.4848122282,252883.45137080413,1928941.8893652211,1866936.7221581012
2017-08-17,273133.4116084788,258935.99766805238,1896896.8773990164,1825909.807696884
2017-08-24,284773.5319639369,268985.65884102596,1974070.28734649,1895130.921731935
2017-08-31,251947.30978923105,234797.9670471561,1778258.6032225266,1692511.889512152
2017-09-07,268264.30446979555,250002.22862139542,1909778.6235713093,1818468.2443293089
2017-09-14,254957.5429632027,235847.60976097986,1900049.5310669746,1804499.8650558605
2017-09-21,282851.82364733797,263171.20628776954,1791354.937592941,1692951.8507950988
2017-09-28,241830.5401487658,221864.68911273387,1889104.1906697156,1789274.935489556
2017-10-05,256336.3230693089,236374.82590761667,1855726.35410315,1755918.868294689
2017-10-12,270709.66036379966,251042.0414780361,1829164.4970678936,1730826.4026390754
2017-10-19,289150.9360849605,270062.4574242897,1802387.0495765107,1706944.656273157
2017-10-26,265575.2771557108,247342.80073687976,1812058.1752959322,1720895.7932017767
2017-11-02,259391.44003492262,242279.4122960859,1956256.308791742,1870696.1700975585
2017-11-09,297342.886131155,281599.50236302335,1860792.8775379274,1782075.9586972687
2017-11-16,249039.7630209016,234893.36750684827,1907999.9906711006,1837268.013100834
2017-11-23,239617.50495342928,227273.27903144067,1838509.1822055557,1776788.0525956128
2017-11-30,281218.47624232713,270855.46232561464,1849117.3767383143,1797302.3071547516
2017-12-07,269256.4179467768,261024.9226670825,1953016.6704310665,1911859.1940325948
2017-12-14,263757.101657093,257776.51579586582,1842842.979217411,1812940.049911275
2017-12-21,292076.0464957683,288433.1133232448,1901399.177577325,1883184.5117147074
2017-12-28,287535.6539873317,286283.2111257734,1935963.5008151082,1929701.2865073164
2018-01-04,277863.572924077,279019.7859833622,1952023.8526917996,1957804.9179882258
2018-01-11,269549.525630326,273097.6247313521,1949609.801291776,1967350.2967969065
2018-01-18,304218.8286244891,310107.35163189215,1990207.386863347,2019650.001900362
2018-01-25,303177.45548208954,311320.99441839464,2016484.077978034,2057201.7726595595
2018-02-01,294111.1539183397,304391.59373344504,2029407.4845881937,2080809.6836637205
2018-02-08,325323.59191287047,337591.82364158024,1953474.1891839404,2014815.3478274895
2018-02-15,283420.07039179385,297498.15385151375,1997755.6961100248,2068146.1134086242
2018-02-22,278231.5787071381,293915.3233676603,2079879.7128384057,2158298.436141017
2018-03-01,292151.47033786133,309213.3969299339,2071914.6515150864,2157224.284475449
2018-03-08,303014.4676392859,321207.1075463761,1964342.6988715106,2055305.8984069617
2018-03-15,308252.64747928985,327312.1320576906,2055043.7025538085,2150341.125445812
2018-03-22,301611.87124399294,321261.7590112615,1941660.2737458795,2039909.7125822224
2018-03-29,310854.09465744783,330809.3808390913,2044595.0861235955,2144371.5170318126
2018-04-05,286853.5896281237,306824.83990749356,2137366.3250805903,2237222.5764774396
2018-04-12,327046.9014711276,346744.44998602517,1993864.6422915629,2092352.384866051
2018-04-19,303636.2201004151,322774.370798067,1996895.9495282874,2092586.7030165473
2018-04-26,320828.3981493454,339129.56856269663,2072778.5021940882,2164284.354260844
2018-05-03,308144.87098476104,325343.61832816363,1952074.634739302,2038068.3714563153
2018-05-10,308540.86610575166,324387.7372949831,1990967.3909687593,2070201.7469149164
2018-05-17,308691.8087715899,322956.95852696255,2044668.4049068876,2115994.153683751
2018-05-24,305109.75595159014,317586.2805066659,1974338.7423759273,2036721.365151306
2018-05-31,306102.8356411141,316609.7737044398,1984556.415675181,2037091.1059918092
2018-06-07,314314.754758768,322699.71220225364,2023104.1101863633,2065028.8974037918
2018-06-14,295119.140297426,301260.5005025135,1995903.9553895316,2026610.7564149688
2018-06-21,300511.15989660576,304319.8476990467,1976654.0217483235,1995697.4607605282
2018-06-28,286179.6071482907,287600.3807970322,1934567.229935636,1941671.0981793434
2018-07-05,306756.3327205417,305768.585111963,1958133.6061100673,1953194.868067174
2018-07-12,272651.94831629086,269270.00588257186,1921622.7549500128,1904713.042781418
2018-07-19,307504.24987458775,301777.1647910938,1939123.7689364974,1910488.3435190276
2018-07-26,277663.15111380944,269673.989839344,1880226.318963534,1840280.5125912067
2018-08-02,254695.14676873127,244559.7852377726,1885363.282952072,1834686.4752972787
2018-08-09,276116.5971802638,263982.0401218845,1835147.6771404278,1774474.891848531
2018-08-16,262193.5150966906,248235.76385700246,1873929.0280952554,1804140.271896815
2018-08-23,283435.64741038484,267857.1472039163,1827175.433314305,1749282.9322819624
2018-08-30,259679.2914914391,242705.995106871,1805198.985831232,1720332.5039083916
2018-09-06,261664.73979953755,243542.83034823308,1868241.113132502,1777631.5658759796
2018-09-13,239166.06320944979,220158.3834504983,1861666.0057284627,1766627.606933705
2018-09-20,260151.9523587238,240534.1923900789,1887272.1153686238,1789183.315525399
2018-09-27,230290.26901017257,210346.96762015397,1825094.2557696542,1725377.7488195612
2018-10-04,242891.08880698957,222911.5064831189,1867021.5846550686,1767123.6730357155
2018-10-11,278346.8099624688,258620.7334161064,1875576.162548538,1776945.7798167262
2018-10-18,279304.6612885059,260118.20034706203,1873122.8650851094,1777190.5603778902
2018-10-25,274754.8742896776,256386.31211887297,1813840.7971407007,1721997.9862866774
2018-11-01,254990.14091543388,237705.8977605775,1868163.0632081914,1781741.8474339095
2018-11-08,270151.57804737537,254202.3470361314,1885726.7773495093,1805980.6222932893
2018-11-15,272417.00555142364,258034.11660493616,1875860.2089500383,1803945.7642176007
2018-11-22,256907.98002062834,244300.04461135456,1780201.983106238,1717162.3060598692
2018-11-29,298829.69889898173,288179.5843201453,1902489.2641097356,1849238.6912155536
2018-12-06,291588.9035257562,283051.08055804594,2015802.6056706365,1973113.490832085
2018-12-13,277387.5851562454,271085.88760158373,1898504.5300622506,1866996.042288942
2018-12-20,283470.31466521014,279496.14324362966,1891890.082006822,1872019.2248989197
2018-12-27,288615.3904651723,287026.387125738,1959037.0180299717,1951092.0013328004
2019-01-03,257309.29371630758,258128.50559006564,1968179.3893677746,1972275.448736565
2019-01-10,286661.4424357292,289876.98755683284,2024328.716086077,2040406.4416915956
2019-01-17,282526.48715942504,288091.72680286196,1913696.8353655606,1941523.0335827454
2019-01-24,280038.3794073614,287872.59454367077,2024653.9459881994,2063825.0216697466
2019-01-31,293038.9752652961,303028.5373208853,2028532.583752504,2078480.3940304501
2019-02-07,326268.68763143965,338268.7065736196,2002106.25100994,2062106.3457208397
2019-02-14,310789.8927317256,324626.31857440865,2035479.7909896495,2104661.9202030646
2019-02-21,294282.73955633445,309754.8868058529,2078346.7189417419,2155707.455189334
2019-02-28,312887.9304835488,329771.3889096765,2077695.9824803758,2162113.2746110144
2019-03-07,326493.4045833244,344543.2940972595,1982911.2160483862,2073160.6636180617
2019-03-14,320314.6643779071,339269.18680800276,2085743.068304732,2180515.6804552106
2019-03-21,308006.7816862243,327591.01793600555,2044799.110547842,2142720.291796748
2019-03-28,297791.38891952374,317721.2864334701,2053555.3647551516,2153204.852324883
2019-04-04,318062.8386612055,338049.3313635254,2054004.298080411,2153936.761592011
2019-04-11,313295.9311697472,333049.1321199659,2041815.6530639897,2140581.657815083
2019-04-18,320339.20687662426,339572.6128311097,2106464.0151146716,2202631.044887099
2019-04-25,315677.5797263403,334112.22662220773,2038848.7597078502,2131021.994187187
2019-05-02,320864.6088082175,338233.1178978809,1981876.4749842149,2068719.0204325318
2019-05-09,295812.18994953565,311862.6459001952,2011736.8356439497,2091989.1153972473
2019-05-16,322088.23104987445,336587.83575942874,2032743.6208115164,2105241.644359288
2019-05-23,303567.61174363113,316306.0608775504,2076613.659041752,2140305.904711349
2019-05-30,329824.0680876109,340616.6013629963,2035727.8875157547,2089690.553892682
2019-06-06,286292.3386101011,294982.4195851786,1952683.9405635037,1996134.345438891
2019-06-13,320478.57163836074,326940.1581393551,2108477.540698467,2140785.4732034383
2019-06-20,295123.0152801462,299262.3875349444,1985995.5519165231,2006692.4131905143
2019-06-27,280038.2843658057,281795.4043288992,2024764.874543134,2033550.4743586017
2019-07-04,280180.98228249175,279530.36443534895,1941520.7396472222,1938267.650411508
2019-07-11,280273.21219771716,277224.293194379,1963932.7305144619,1948688.1354977714
2019-07-18,289124.28500002326,283721.2867965272,1967617.6102384024,1940602.619220922
2019-07-25,288366.0679643679,280687.3564171921,1975325.1666158787,1936931.6088799997
2019-08-01,269791.14855195687,259948.09678846056,1956611.957949557,1907396.6991320758
2019-08-08,276047.20772083924,264182.5807675408,1937395.3294693662,1878072.194702874
2019-08-15,306734.5462190227,293020.43031729443,1868933.5108979451,1800362.9313893039
2019-08-22,298900.5141192874,283535.82076197054,1847997.470815987,1771174.0040294027
2019-08-29,278141.94904446846,261349.52993521228,1886226.3324043858,1802264.2368581046
2019-09-05,271020.4332450287,253043.84802539967,1910481.3426874476,1820598.416589302
2019-09-12,271364.87300213595,252464.85662784262,1848221.5609923247,1753721.4791208578
2019-09-19,278155.3232540428,258606.00425795335,1909519.493941976,1811772.8989615287
2019-09-26,253282.36185752827,233367.28635033604,1927212.7631091343,1827637.385573173
2019-10-03,264724.15004186373,244732.16911886033,1808531.165536181,1708571.2609211644
2019-10-10,243806.55130516985,224027.63150876574,1813716.2946671168,1714821.695685096
2019-10-17,275361.04983597767,256082.06743961773,1851193.076645967,1754798.1646641674
2019-10-24,279897.6577861019,261398.23789988362,1877640.0882854848,1785142.9888543934
2019-10-31,264027.2556740078,246575.71652220667,1841420.3205938402,1754162.6248348344
2019-11-07,296223.30758844886,280072.76878372696,1941913.6196950288,1861160.9256714194
